año;mes;dia;hora;irradiancia;temperatura;irradianciaSTC;precipitacion;area;alfa;temperaturaAmbiente;numeroDePaneles;pstc;potencia
2018;1;2;7;166.2;23.83;1000;0.04;150.47;-0.0035;25;54;490;4416
2018;1;2;8;345.59;26.71;1000;0.04;150.47;-0.0035;25;88;490;14813
2018;1;2;9;414.84;29.56;1000;0.04;150.47;-0.0035;25;53;490;10601
2018;1;2;10;338.82;31.4;1000;0.05;150.47;-0.0035;25;19;490;3084
2018;1;2;11;358.48;32.44;1000;0.07;150.47;-0.0035;25;77;490;13173
2018;1;2;12;245.36;32.96;1000;0.08;150.47;-0.0035;25;83;490;9701
2018;1;2;13;224.67;32.94;1000;0.1;150.47;-0.0035;25;15;490;1605
2018;1;2;14;241.05;32.49;1000;0.11;150.47;-0.0035;25;2;490;230
2018;1;2;15;150.52;31.66;1000;0.11;150.47;-0.0035;25;7;490;504
2018;1;2;16;69.71;30.2;1000;0.12;150.47;-0.0035;25;51;490;1710
2018;1;2;17;17.75;27.64;1000;0.14;150.47;-0.0035;25;14;490;121
2018;1;2;18;0;25.71;1000;0.14;150.47;-0.0035;25;77;490;0
2018;1;2;19;0;24.48;1000;0.13;150.47;-0.0035;25;16;490;0
2018;1;2;20;0;23.48;1000;0.11;150.47;-0.0035;25;27;490;0
2018;1;2;21;0;22.65;1000;0.08;150.47;-0.0035;25;4;490;0
2018;1;2;22;0;22.02;1000;0.06;150.47;-0.0035;25;59;490;0
2018;1;2;23;0;21.48;1000;0.05;150.47;-0.0035;25;77;490;0
2018;1;3;0;0;21.08;1000;0.04;150.47;-0.0035;25;63;490;0
2018;1;3;1;0;20.81;1000;0.04;150.47;-0.0035;25;76;490;0
2018;1;3;2;0;20.58;1000;0.03;150.47;-0.0035;25;67;490;0
2018;1;3;3;0;20.46;1000;0.04;150.47;-0.0035;25;45;490;0
2018;1;3;4;0;20.62;1000;0.03;150.47;-0.0035;25;56;490;0
2018;1;3;5;0;20.71;1000;0.03;150.47;-0.0035;25;56;490;0
2018;1;3;6;36.52;21.32;1000;0.03;150.47;-0.0035;25;48;490;870
2018;1;3;7;181.38;23.17;1000;0.16;150.47;-0.0035;25;26;490;2326
2018;1;3;8;354.94;25.16;1000;0.13;150.47;-0.0035;25;27;490;4693
2018;1;3;9;419.45;27.47;1000;0.11;150.47;-0.0035;25;99;490;20172
2018;1;3;10;533.83;29.76;1000;0.11;150.47;-0.0035;25;92;490;23664
2018;1;3;11;623.6;31.05;1000;0.13;150.47;-0.0035;25;23;490;6879
2018;1;3;12;519.97;31.61;1000;0.14;150.47;-0.0035;25;50;490;12445
2018;1;3;13;505.96;31.91;1000;0.14;150.47;-0.0035;25;39;490;9435
2018;1;3;14;449.43;31.66;1000;0.13;150.47;-0.0035;25;61;490;13120
2018;1;3;15;285.62;30.98;1000;0.12;150.47;-0.0035;25;38;490;5207
2018;1;3;16;144.96;29.75;1000;0.1;150.47;-0.0035;25;47;490;3283
2018;1;3;17;25.47;27.7;1000;0.09;150.47;-0.0035;25;71;490;878
2018;1;3;18;0;26.25;1000;0.08;150.47;-0.0035;25;7;490;0
2018;1;3;19;0;25.44;1000;0.08;150.47;-0.0035;25;56;490;0
2018;1;3;20;0;24.78;1000;0.06;150.47;-0.0035;25;78;490;0
2018;1;3;21;0;24.03;1000;0.05;150.47;-0.0035;25;49;490;0
2018;1;3;22;0;23.26;1000;0.06;150.47;-0.0035;25;21;490;0
2018;1;3;23;0;22.55;1000;0.09;150.47;-0.0035;25;90;490;0
2018;1;4;0;0;22.01;1000;0.12;150.47;-0.0035;25;12;490;0
2018;1;4;1;0;21.55;1000;0.11;150.47;-0.0035;25;9;490;0
2018;1;4;2;0;21.26;1000;0.08;150.47;-0.0035;25;84;490;0
2018;1;4;3;0;21.12;1000;0.04;150.47;-0.0035;25;81;490;0
2018;1;4;4;0;21.07;1000;0.02;150.47;-0.0035;25;56;490;0
2018;1;4;5;0;21.06;1000;0.01;150.47;-0.0035;25;73;490;0
2018;1;4;6;42.03;21.48;1000;0;150.47;-0.0035;25;9;490;188
2018;1;4;7;209.38;23.05;1000;0;150.47;-0.0035;25;12;490;1240
2018;1;4;8;412.03;24.97;1000;0;150.47;-0.0035;25;74;490;14942
2018;1;4;9;537.06;27.63;1000;0;150.47;-0.0035;25;72;490;18773
2018;1;4;10;568.2;30.1;1000;0;150.47;-0.0035;25;43;490;11758
2018;1;4;11;648.68;31.88;1000;0.01;150.47;-0.0035;25;92;490;28538
2018;1;4;12;649.67;32.84;1000;0.01;150.47;-0.0035;25;8;490;2477
2018;1;4;13;504.74;33.19;1000;0.01;150.47;-0.0035;25;46;490;11051
2018;1;4;14;449.62;32.9;1000;0.01;150.47;-0.0035;25;25;490;5356
2018;1;4;15;315.35;31.98;1000;0.01;150.47;-0.0035;25;78;490;11758
2018;1;4;16;168.03;30.43;1000;0.02;150.47;-0.0035;25;82;490;6623
2018;1;4;17;31.66;28.15;1000;0.02;150.47;-0.0035;25;94;490;1442
2018;1;4;18;0;26.59;1000;0.02;150.47;-0.0035;25;71;490;0
2018;1;4;19;0;26.12;1000;0.02;150.47;-0.0035;25;3;490;0
2018;1;4;20;0;25.58;1000;0.02;150.47;-0.0035;25;42;490;0
2018;1;4;21;0;25;1000;0.02;150.47;-0.0035;25;76;490;0
2018;1;4;22;0;24.36;1000;0.02;150.47;-0.0035;25;11;490;0
2018;1;4;23;0;23.84;1000;0.01;150.47;-0.0035;25;81;490;0
2018;1;5;0;0;23.44;1000;0.01;150.47;-0.0035;25;34;490;0
2018;1;5;1;0;23.15;1000;0.01;150.47;-0.0035;25;83;490;0
2018;1;5;2;0;22.91;1000;0.01;150.47;-0.0035;25;34;490;0
2018;1;5;3;0;22.62;1000;0.01;150.47;-0.0035;25;12;490;0
2018;1;5;4;0;22.39;1000;0.01;150.47;-0.0035;25;35;490;0
2018;1;5;5;0;22.37;1000;0.01;150.47;-0.0035;25;4;490;0
2018;1;5;6;50.08;22.92;1000;0.01;150.47;-0.0035;25;30;490;742
2018;1;5;7;231.79;24.4;1000;0.02;150.47;-0.0035;25;61;490;6943
2018;1;5;8;414.19;25.97;1000;0.02;150.47;-0.0035;25;54;490;10922
2018;1;5;9;516.49;27.73;1000;0.03;150.47;-0.0035;25;76;490;19050
2018;1;5;10;591.7;29.3;1000;0.03;150.47;-0.0035;25;57;490;16277
2018;1;5;11;714.98;30.65;1000;0.04;150.47;-0.0035;25;44;490;15110
2018;1;5;12;694.09;31.83;1000;0.05;150.47;-0.0035;25;74;490;24566
2018;1;5;13;609.32;32.68;1000;0.05;150.47;-0.0035;25;45;490;13074
2018;1;5;14;441.06;32.42;1000;0.05;150.47;-0.0035;25;98;490;20630
2018;1;5;15;287.88;31.65;1000;0.05;150.47;-0.0035;25;33;490;4547
2018;1;5;16;134.16;30.26;1000;0.05;150.47;-0.0035;25;47;490;3033
2018;1;5;17;25.38;28.12;1000;0.05;150.47;-0.0035;25;38;490;467
2018;1;5;18;0;26.69;1000;0.06;150.47;-0.0035;25;80;490;0
2018;1;5;19;0;25.87;1000;0.06;150.47;-0.0035;25;6;490;0
2018;1;5;20;0;25.13;1000;0.07;150.47;-0.0035;25;36;490;0
2018;1;5;21;0;24.21;1000;0.06;150.47;-0.0035;25;44;490;0
2018;1;5;22;0;23.47;1000;0.06;150.47;-0.0035;25;61;490;0
2018;1;5;23;0;22.9;1000;0.06;150.47;-0.0035;25;88;490;0
2018;1;6;0;0;22.38;1000;0.07;150.47;-0.0035;25;31;490;0
2018;1;6;1;0;21.95;1000;0.07;150.47;-0.0035;25;80;490;0
2018;1;6;2;0;21.65;1000;0.06;150.47;-0.0035;25;68;490;0
2018;1;6;3;0;21.41;1000;0.05;150.47;-0.0035;25;97;490;0
2018;1;6;4;0;21.33;1000;0.03;150.47;-0.0035;25;93;490;0
2018;1;6;5;0;21.23;1000;0.03;150.47;-0.0035;25;68;490;0
2018;1;6;6;37.88;21.76;1000;0.04;150.47;-0.0035;25;63;490;1183
2018;1;6;7;143.32;23.67;1000;0.08;150.47;-0.0035;25;78;490;5503
2018;1;6;8;279.66;26.47;1000;0.08;150.47;-0.0035;25;60;490;8180
2018;1;6;9;409.21;29.12;1000;0.08;150.47;-0.0035;25;56;490;11067
2018;1;6;10;446.91;31.05;1000;0.07;150.47;-0.0035;25;42;490;9003
2018;1;6;11;571.28;32.47;1000;0.06;150.47;-0.0035;25;27;490;7360
2018;1;6;12;576.74;33.33;1000;0.05;150.47;-0.0035;25;70;490;19205
2018;1;6;13;484.01;33.73;1000;0.04;150.47;-0.0035;25;31;490;7127
2018;1;6;14;405.51;33.53;1000;0.04;150.47;-0.0035;25;22;490;4241
2018;1;6;15;267.83;32.76;1000;0.03;150.47;-0.0035;25;6;490;766
2018;1;6;16;132.82;31.23;1000;0.02;150.47;-0.0035;25;77;490;4902
2018;1;6;17;27.14;28.54;1000;0.03;150.47;-0.0035;25;41;490;538
2018;1;6;18;0;26.53;1000;0.03;150.47;-0.0035;25;99;490;0
2018;1;6;19;0;25.44;1000;0.03;150.47;-0.0035;25;70;490;0
2018;1;6;20;0;24.79;1000;0.03;150.47;-0.0035;25;68;490;0
2018;1;6;21;0;24.26;1000;0.03;150.47;-0.0035;25;26;490;0
2018;1;6;22;0;23.58;1000;0.03;150.47;-0.0035;25;16;490;0
2018;1;6;23;0;22.97;1000;0.03;150.47;-0.0035;25;40;490;0
2018;1;7;0;0;22.52;1000;0.02;150.47;-0.0035;25;2;490;0
2018;1;7;1;0;22.23;1000;0.03;150.47;-0.0035;25;85;490;0
2018;1;7;2;0;22;1000;0.03;150.47;-0.0035;25;15;490;0
2018;1;7;3;0;21.8;1000;0.02;150.47;-0.0035;25;52;490;0
2018;1;7;4;0;21.48;1000;0.02;150.47;-0.0035;25;75;490;0
2018;1;7;5;0;21.22;1000;0.02;150.47;-0.0035;25;15;490;0
2018;1;7;6;43.86;21.86;1000;0.01;150.47;-0.0035;25;39;490;847
2018;1;7;7;170.54;23.44;1000;0.01;150.47;-0.0035;25;9;490;756
2018;1;7;8;343.61;25.26;1000;0.02;150.47;-0.0035;25;45;490;7570
2018;1;7;9;492.39;27.48;1000;0.02;150.47;-0.0035;25;15;490;3588
2018;1;7;10;550.02;29.36;1000;0.02;150.47;-0.0035;25;31;490;8227
2018;1;7;11;606.34;30.92;1000;0.02;150.47;-0.0035;25;87;490;25313
2018;1;7;12;616.7;32.09;1000;0.01;150.47;-0.0035;25;26;490;7662
2018;1;7;13;540.2;32.12;1000;0.02;150.47;-0.0035;25;10;490;2581
2018;1;7;14;418.14;31.77;1000;0.02;150.47;-0.0035;25;31;490;6201
2018;1;7;15;269.89;31.19;1000;0.02;150.47;-0.0035;25;20;490;2588
2018;1;7;16;133.9;30.05;1000;0.02;150.47;-0.0035;25;21;490;1353
2018;1;7;17;26.51;27.88;1000;0.02;150.47;-0.0035;25;10;490;129
2018;1;7;18;0;26.39;1000;0.03;150.47;-0.0035;25;72;490;0
2018;1;7;19;0;25.44;1000;0.03;150.47;-0.0035;25;11;490;0
2018;1;7;20;0;24.55;1000;0.03;150.47;-0.0035;25;50;490;0
2018;1;7;21;0;23.53;1000;0.03;150.47;-0.0035;25;57;490;0
2018;1;7;22;0;22.9;1000;0.03;150.47;-0.0035;25;79;490;0
2018;1;7;23;0;22.33;1000;0.03;150.47;-0.0035;25;89;490;0
2018;1;8;0;0;21.81;1000;0.03;150.47;-0.0035;25;83;490;0
2018;1;8;1;0;21.38;1000;0.03;150.47;-0.0035;25;70;490;0
2018;1;8;2;0;21.09;1000;0.02;150.47;-0.0035;25;12;490;0
2018;1;8;3;0;21;1000;0.01;150.47;-0.0035;25;2;490;0
2018;1;8;4;0;20.85;1000;0.01;150.47;-0.0035;25;33;490;0
2018;1;8;5;0;20.71;1000;0;150.47;-0.0035;25;95;490;0
2018;1;8;6;37.44;21.56;1000;0;150.47;-0.0035;25;3;490;56
2018;1;8;7;176.24;23.62;1000;0;150.47;-0.0035;25;98;490;8504
2018;1;8;8;340.98;26.32;1000;0;150.47;-0.0035;25;36;490;5987
2018;1;8;9;472.02;29.32;1000;0;150.47;-0.0035;25;25;490;5695
2018;1;8;10;504.43;31.49;1000;0;150.47;-0.0035;25;62;490;14976
2018;1;8;11;680.02;32.91;1000;0;150.47;-0.0035;25;24;490;7776
2018;1;8;12;658.42;33.73;1000;0;150.47;-0.0035;25;73;490;22832
2018;1;8;13;620.62;33.51;1000;0;150.47;-0.0035;25;57;490;16818
2018;1;8;14;417.72;33.2;1000;0;150.47;-0.0035;25;8;490;1590
2018;1;8;15;271.85;32.19;1000;0;150.47;-0.0035;25;14;490;1818
2018;1;8;16;136.73;30.9;1000;0;150.47;-0.0035;25;13;490;853
2018;1;8;17;28.74;28.77;1000;0;150.47;-0.0035;25;27;490;375
2018;1;8;18;0;27.19;1000;0;150.47;-0.0035;25;8;490;0
2018;1;8;19;0;26.32;1000;0;150.47;-0.0035;25;84;490;0
2018;1;8;20;0;25.5;1000;0;150.47;-0.0035;25;14;490;0
2018;1;8;21;0;24.87;1000;0;150.47;-0.0035;25;49;490;0
2018;1;8;22;0;24.08;1000;0;150.47;-0.0035;25;68;490;0
2018;1;8;23;0;23.4;1000;0;150.47;-0.0035;25;100;490;0
2018;1;9;0;0;22.84;1000;0;150.47;-0.0035;25;85;490;0
2018;1;9;1;0;22.32;1000;0;150.47;-0.0035;25;28;490;0
2018;1;9;2;0;21.87;1000;0;150.47;-0.0035;25;53;490;0
2018;1;9;3;0;21.5;1000;0;150.47;-0.0035;25;38;490;0
2018;1;9;4;0;21.2;1000;0;150.47;-0.0035;25;54;490;0
2018;1;9;5;0;21.05;1000;0;150.47;-0.0035;25;74;490;0
2018;1;9;6;38.33;21.72;1000;0;150.47;-0.0035;25;30;490;570
2018;1;9;7;177.19;24.06;1000;0;150.47;-0.0035;25;96;490;8362
2018;1;9;8;286.83;26.85;1000;0;150.47;-0.0035;25;60;490;8378
2018;1;9;9;388.46;29.33;1000;0;150.47;-0.0035;25;43;490;8061
2018;1;9;10;443.51;31.3;1000;0;150.47;-0.0035;25;10;490;2125
2018;1;9;11;449.11;32.74;1000;0;150.47;-0.0035;25;40;490;8564
2018;1;9;12;443.79;33.65;1000;0;150.47;-0.0035;25;34;490;7170
2018;1;9;13;342.22;33.99;1000;0;150.47;-0.0035;25;6;490;974
2018;1;9;14;275.65;33.33;1000;0;150.47;-0.0035;25;96;490;12589
2018;1;9;15;183.64;31.83;1000;0;150.47;-0.0035;25;62;490;5446
2018;1;9;16;109.07;30.23;1000;0;150.47;-0.0035;25;8;490;420
2018;1;9;17;25.27;28.53;1000;0;150.47;-0.0035;25;25;490;306
2018;1;9;18;0;27.24;1000;0;150.47;-0.0035;25;2;490;0
2018;1;9;19;0;26.3;1000;0;150.47;-0.0035;25;16;490;0
2018;1;9;20;0;25.47;1000;0;150.47;-0.0035;25;19;490;0
2018;1;9;21;0;24.73;1000;0;150.47;-0.0035;25;98;490;0
2018;1;9;22;0;24.14;1000;0;150.47;-0.0035;25;52;490;0
2018;1;9;23;0;23.66;1000;0;150.47;-0.0035;25;39;490;0
2018;1;10;0;0;23.23;1000;0;150.47;-0.0035;25;17;490;0
2018;1;10;1;0;22.81;1000;0;150.47;-0.0035;25;11;490;0
2018;1;10;2;0;22.44;1000;0;150.47;-0.0035;25;21;490;0
2018;1;10;3;0;22.15;1000;0;150.47;-0.0035;25;56;490;0
2018;1;10;4;0;21.87;1000;0;150.47;-0.0035;25;94;490;0
2018;1;10;5;0;21.62;1000;0;150.47;-0.0035;25;8;490;0
2018;1;10;6;40.99;22.13;1000;0;150.47;-0.0035;25;21;490;426
2018;1;10;7;200.1;24.1;1000;0;150.47;-0.0035;25;34;490;3344
2018;1;10;8;352.88;26.31;1000;0;150.47;-0.0035;25;41;490;7057
2018;1;10;9;447.21;28.26;1000;0.01;150.47;-0.0035;25;39;490;8449
2018;1;10;10;560.23;29.98;1000;0.01;150.47;-0.0035;25;17;490;4585
2018;1;10;11;628.42;31.75;1000;0.01;150.47;-0.0035;25;88;490;26457
2018;1;10;12;618.39;33.1;1000;0.01;150.47;-0.0035;25;30;490;8833
2018;1;10;13;488.55;33.4;1000;0.01;150.47;-0.0035;25;19;490;4415
2018;1;10;14;320.58;33.16;1000;0.02;150.47;-0.0035;25;7;490;1068
2018;1;10;15;228.45;32.25;1000;0.02;150.47;-0.0035;25;100;490;10910
2018;1;10;16;116.35;31.01;1000;0.02;150.47;-0.0035;25;15;490;837
2018;1;10;17;25.7;28.76;1000;0.02;150.47;-0.0035;25;21;490;261
2018;1;10;18;0;27.23;1000;0.03;150.47;-0.0035;25;3;490;0
2018;1;10;19;0;26.35;1000;0.02;150.47;-0.0035;25;60;490;0
2018;1;10;20;0;25.54;1000;0.02;150.47;-0.0035;25;71;490;0
2018;1;10;21;0;24.71;1000;0.01;150.47;-0.0035;25;53;490;0
2018;1;10;22;0;24.04;1000;0.01;150.47;-0.0035;25;52;490;0
2018;1;10;23;0;23.44;1000;0.01;150.47;-0.0035;25;54;490;0
2018;1;11;0;0;22.87;1000;0.01;150.47;-0.0035;25;28;490;0
2018;1;11;1;0;22.32;1000;0;150.47;-0.0035;25;29;490;0
2018;1;11;2;0;21.72;1000;0;150.47;-0.0035;25;25;490;0
2018;1;11;3;0;21.12;1000;0;150.47;-0.0035;25;81;490;0
2018;1;11;4;0;20.73;1000;0;150.47;-0.0035;25;46;490;0
2018;1;11;5;0;20.44;1000;0;150.47;-0.0035;25;89;490;0
2018;1;11;6;33.85;21.27;1000;0;150.47;-0.0035;25;78;490;1311
2018;1;11;7;186.16;23.94;1000;0;150.47;-0.0035;25;72;490;6592
2018;1;11;8;324.16;26.89;1000;0;150.47;-0.0035;25;16;490;2525
2018;1;11;9;430.12;29.33;1000;0;150.47;-0.0035;25;100;490;20756
2018;1;11;10;492.98;31.32;1000;0;150.47;-0.0035;25;94;490;22204
2018;1;11;11;557.7;32.8;1000;0;150.47;-0.0035;25;67;490;17809
2018;1;11;12;541.94;33.77;1000;0;150.47;-0.0035;25;29;490;7465
2018;1;11;13;456.55;34.14;1000;0;150.47;-0.0035;25;4;490;866
2018;1;11;14;377.77;33.94;1000;0;150.47;-0.0035;25;90;490;16138
2018;1;11;15;273.73;33.1;1000;0;150.47;-0.0035;25;34;490;4431
2018;1;11;16;114.55;31.67;1000;0;150.47;-0.0035;25;83;490;4550
2018;1;11;17;26.76;28.98;1000;0;150.47;-0.0035;25;32;490;414
2018;1;11;18;0;26.92;1000;0;150.47;-0.0035;25;58;490;0
2018;1;11;19;0;25.8;1000;0;150.47;-0.0035;25;29;490;0
2018;1;11;20;0;24.91;1000;0;150.47;-0.0035;25;33;490;0
2018;1;11;21;0;24.19;1000;0;150.47;-0.0035;25;12;490;0
2018;1;11;22;0;23.54;1000;0;150.47;-0.0035;25;63;490;0
2018;1;11;23;0;23.02;1000;0;150.47;-0.0035;25;2;490;0
2018;1;12;0;0;22.58;1000;0;150.47;-0.0035;25;44;490;0
2018;1;12;1;0;22.23;1000;0;150.47;-0.0035;25;33;490;0
2018;1;12;2;0;21.91;1000;0;150.47;-0.0035;25;63;490;0
2018;1;12;3;0;21.52;1000;0;150.47;-0.0035;25;74;490;0
2018;1;12;4;0;21.14;1000;0;150.47;-0.0035;25;96;490;0
2018;1;12;5;0;20.67;1000;0;150.47;-0.0035;25;3;490;0
2018;1;12;6;27.11;21.56;1000;0;150.47;-0.0035;25;32;490;430
2018;1;12;7;141.42;24.73;1000;0.06;150.47;-0.0035;25;52;490;3607
2018;1;12;8;287.54;27.56;1000;0.07;150.47;-0.0035;25;41;490;5725
2018;1;12;9;238.04;29.75;1000;0.08;150.47;-0.0035;25;6;490;688
2018;1;12;10;468.12;31.51;1000;0.09;150.47;-0.0035;25;40;490;8966
2018;1;12;11;544.2;32.9;1000;0.08;150.47;-0.0035;25;61;490;15816
2018;1;12;12;526.02;33.83;1000;0.08;150.47;-0.0035;25;24;490;5995
2018;1;12;13;459.28;34.25;1000;0.07;150.47;-0.0035;25;18;490;3920
2018;1;12;14;426.75;34.01;1000;0.05;150.47;-0.0035;25;13;490;2633
2018;1;12;15;284.15;33.06;1000;0.04;150.47;-0.0035;25;70;490;9471
2018;1;12;16;148.71;31.6;1000;0.04;150.47;-0.0035;25;63;490;4485
2018;1;12;17;25.71;29.42;1000;0.04;150.47;-0.0035;25;9;490;112
2018;1;12;18;0;27.94;1000;0.04;150.47;-0.0035;25;19;490;0
2018;1;12;19;0;27.03;1000;0.03;150.47;-0.0035;25;44;490;0
2018;1;12;20;0;26.1;1000;0.03;150.47;-0.0035;25;37;490;0
2018;1;12;21;0;25.05;1000;0.03;150.47;-0.0035;25;90;490;0
2018;1;12;22;0;24.14;1000;0.04;150.47;-0.0035;25;60;490;0
2018;1;12;23;0;23.33;1000;0.06;150.47;-0.0035;25;90;490;0
2018;1;13;0;0;22.61;1000;0.08;150.47;-0.0035;25;21;490;0
2018;1;13;1;0;21.92;1000;0.12;150.47;-0.0035;25;25;490;0
2018;1;13;2;0;21.41;1000;0.18;150.47;-0.0035;25;66;490;0
2018;1;13;3;0;21.15;1000;0.27;150.47;-0.0035;25;63;490;0
2018;1;13;4;0;21.01;1000;0.32;150.47;-0.0035;25;57;490;0
2018;1;13;5;0;20.87;1000;0.34;150.47;-0.0035;25;75;490;0
2018;1;13;6;29.41;21.37;1000;0.4;150.47;-0.0035;25;41;490;598
2018;1;13;7;148.11;23.44;1000;0;150.47;-0.0035;25;23;490;1678
2018;1;13;8;314.89;25.11;1000;0;150.47;-0.0035;25;87;490;13419
2018;1;13;9;435.05;27.39;1000;0;150.47;-0.0035;25;67;490;14163
2018;1;13;10;473.52;29.4;1000;0;150.47;-0.0035;25;69;490;15763
2018;1;13;11;566.02;30.88;1000;0;150.47;-0.0035;25;41;490;11137
2018;1;13;12;614.45;31.86;1000;0;150.47;-0.0035;25;25;490;7346
2018;1;13;13;577.98;32.52;1000;0;150.47;-0.0035;25;38;490;10479
2018;1;13;14;454.37;32.62;1000;0;150.47;-0.0035;25;89;490;19287
2018;1;13;15;274.94;31.98;1000;0;150.47;-0.0035;25;72;490;9463
2018;1;13;16;134.77;30.65;1000;0;150.47;-0.0035;25;10;490;647
2018;1;13;17;31.84;28.1;1000;0;150.47;-0.0035;25;85;490;1312
2018;1;13;18;0;26.37;1000;0;150.47;-0.0035;25;88;490;0
2018;1;13;19;0;25.58;1000;0;150.47;-0.0035;25;79;490;0
2018;1;13;20;0;24.93;1000;0;150.47;-0.0035;25;26;490;0
2018;1;13;21;0;24.46;1000;0;150.47;-0.0035;25;18;490;0
2018;1;13;22;0;24.02;1000;0;150.47;-0.0035;25;20;490;0
2018;1;13;23;0;23.55;1000;0;150.47;-0.0035;25;82;490;0
2018;1;14;0;0;23.01;1000;0;150.47;-0.0035;25;18;490;0
2018;1;14;1;0;22.51;1000;0;150.47;-0.0035;25;22;490;0
2018;1;14;2;0;22.22;1000;0;150.47;-0.0035;25;52;490;0
2018;1;14;3;0;22.05;1000;0;150.47;-0.0035;25;73;490;0
2018;1;14;4;0;21.9;1000;0;150.47;-0.0035;25;14;490;0
2018;1;14;5;0;21.69;1000;0;150.47;-0.0035;25;29;490;0
2018;1;14;6;28.17;21.82;1000;0;150.47;-0.0035;25;87;490;1214
2018;1;14;7;132.54;22.69;1000;0.08;150.47;-0.0035;25;78;490;5107
2018;1;14;8;276.8;24.25;1000;0.07;150.47;-0.0035;25;8;490;1088
2018;1;14;9;461.02;26.44;1000;0.05;150.47;-0.0035;25;62;490;13935
2018;1;14;10;610.71;28.34;1000;0.03;150.47;-0.0035;25;37;490;10943
2018;1;14;11;743.4;29.32;1000;0.03;150.47;-0.0035;25;95;490;34082
2018;1;14;12;527.57;29.65;1000;0.03;150.47;-0.0035;25;19;490;4832
2018;1;14;13;454.41;29.49;1000;0.03;150.47;-0.0035;25;48;490;10520
2018;1;14;14;362.91;29.07;1000;0.02;150.47;-0.0035;25;88;490;15426
2018;1;14;15;257.99;28.59;1000;0.02;150.47;-0.0035;25;32;490;3994
2018;1;14;16;122.91;27.62;1000;0.01;150.47;-0.0035;25;25;490;1492
2018;1;14;17;27.3;25.98;1000;0.01;150.47;-0.0035;25;57;490;760
2018;1;14;18;0;24.55;1000;0.01;150.47;-0.0035;25;14;490;0
2018;1;14;19;0;23.94;1000;0.01;150.47;-0.0035;25;74;490;0
2018;1;14;20;0;23.55;1000;0.01;150.47;-0.0035;25;55;490;0
2018;1;14;21;0;23.19;1000;0.01;150.47;-0.0035;25;90;490;0
2018;1;14;22;0;22.83;1000;0.02;150.47;-0.0035;25;35;490;0
2018;1;14;23;0;22.45;1000;0.02;150.47;-0.0035;25;75;490;0
2018;1;15;0;0;22.12;1000;0.02;150.47;-0.0035;25;45;490;0
2018;1;15;1;0;21.77;1000;0.02;150.47;-0.0035;25;93;490;0
2018;1;15;2;0;21.46;1000;0.03;150.47;-0.0035;25;66;490;0
2018;1;15;3;0;21.14;1000;0.04;150.47;-0.0035;25;84;490;0
